4.588,3.384,1.741,6.162
3.384,1.741,6.162,5.521
1.741,6.162,5.521,7.88
6.162,5.521,7.88,11.175
5.521,7.88,11.175,11.723
7.88,11.175,11.723,12.507
11.175,11.723,12.507,12.282
11.723,12.507,12.282,10.696
12.507,12.282,10.696,10.011
12.282,10.696,10.011,5.791
10.696,10.011,5.791,5.315
10.011,5.791,5.315,3.78
5.791,5.315,3.78,3.832
5.315,3.78,3.832,6.859
3.78,3.832,6.859,9.013
3.832,6.859,9.013,10.734
6.859,9.013,10.734,10.833
9.013,10.734,10.833,13.953
10.734,10.833,13.953,13.12
10.833,13.953,13.12,10.993
13.953,13.12,10.993,7.904
13.12,10.993,7.904,5.603
10.993,7.904,5.603,2.399
7.904,5.603,2.399,-0.793
5.603,2.399,-0.793,4.896
2.399,-0.793,4.896,6.062
-0.793,4.896,6.062,8.007
4.896,6.062,8.007,11.228
6.062,8.007,11.228,13.653
8.007,11.228,13.653,13.555
11.228,13.653,13.555,13.758
13.653,13.555,13.758,12.25
13.555,13.758,12.25,8.465
13.758,12.25,8.465,7.454
12.25,8.465,7.454,2.333
8.465,7.454,2.333,-0.643
7.454,2.333,-0.643,3.932
2.333,-0.643,3.932,7.022
-0.643,3.932,7.022,6.278
3.932,7.022,6.278,10.193
7.022,6.278,10.193,14.112
6.278,10.193,14.112,13.361
10.193,14.112,13.361,14.597
14.112,13.361,14.597,11.675
13.361,14.597,11.675,9.027
14.597,11.675,9.027,7.915
11.675,9.027,7.915,1.189
9.027,7.915,1.189,-2.08
7.915,1.189,-2.08,0.506
1.189,-2.08,0.506,2.446
-2.08,0.506,2.446,6.92
0.506,2.446,6.92,9.066
2.446,6.92,9.066,12.49
6.92,9.066,12.49,13.875
9.066,12.49,13.875,12.352
12.49,13.875,12.352,10.824
13.875,12.352,10.824,7.729
12.352,10.824,7.729,4.581
10.824,7.729,4.581,2.667
7.729,4.581,2.667,2.305
4.581,2.667,2.305,2.164
2.667,2.305,2.164,4.57
2.305,2.164,4.57,8.967
2.164,4.57,8.967,12.873
4.57,8.967,12.873,15.142
8.967,12.873,15.142,14.461
12.873,15.142,14.461,13.494
15.142,14.461,13.494,11.25
14.461,13.494,11.25,5.297
13.494,11.25,5.297,2.79
11.25,5.297,2.79,-0.978
5.297,2.79,-0.978,1.974
2.79,-0.978,1.974,4.105
-0.978,1.974,4.105,1.612
1.974,4.105,1.612,9.788
4.105,1.612,9.788,9.996
1.612,9.788,9.996,11.884
9.788,9.996,11.884,11.621
9.996,11.884,11.621,11.413
11.884,11.621,11.413,10.724
11.621,11.413,10.724,8.661
11.413,10.724,8.661,5.791
10.724,8.661,5.791,4.734
8.661,5.791,4.734,5.101
5.791,4.734,5.101,-0.274
4.734,5.101,-0.274,2.814
5.101,-0.274,2.814,5.717
-0.274,2.814,5.717,9.626
2.814,5.717,9.626,14.104
5.717,9.626,14.104,13.828
9.626,14.104,13.828,14.204
14.104,13.828,14.204,11.363
13.828,14.204,11.363,10.317
14.204,11.363,10.317,4.916
11.363,10.317,4.916,2.522
10.317,4.916,2.522,1.253
4.916,2.522,1.253,1.478
2.522,1.253,1.478,3.057
1.253,1.478,3.057,8.858
1.478,3.057,8.858,9.531
3.057,8.858,9.531,12.647
8.858,9.531,12.647,14.581
9.531,12.647,14.581,14.098
12.647,14.581,14.098,10.303
14.581,14.098,10.303,9.268
14.098,10.303,9.268,7.736
10.303,9.268,7.736,5.512
9.268,7.736,5.512,-0.437
7.736,5.512,-0.437,1.421
5.512,-0.437,1.421,4.422
-0.437,1.421,4.422,9.415
1.421,4.422,9.415,12.764
4.422,9.415,12.764,12.811
9.415,12.764,12.811,14.484
12.764,12.811,14.484,13.624
12.811,14.484,13.624,12.488
14.484,13.624,12.488,9.206
13.624,12.488,9.206,3.369
12.488,9.206,3.369,5.091
9.206,3.369,5.091,-0.325
3.369,5.091,-0.325,4.914
5.091,-0.325,4.914,5.643
-0.325,4.914,5.643,10.153
4.914,5.643,10.153,16.025
5.643,10.153,16.025,15.371
10.153,16.025,15.371,16.521
16.025,15.371,16.521,14.099
15.371,16.521,14.099,10.936
16.521,14.099,10.936,8.59
14.099,10.936,8.59,3.029
10.936,8.59,3.029,0.31
8.59,3.029,0.31,4.261
3.029,0.31,4.261,6.427
0.31,4.261,6.427,7.759
4.261,6.427,7.759,7.952
6.427,7.759,7.952,11.399
7.759,7.952,11.399,12.314
7.952,11.399,12.314,14.719
11.399,12.314,14.719,14.435
12.314,14.719,14.435,11.096
14.719,14.435,11.096,10.372
14.435,11.096,10.372,8.179
11.096,10.372,8.179,1.284
10.372,8.179,1.284,-0.806
8.179,1.284,-0.806,4.825
1.284,-0.806,4.825,4.652
-0.806,4.825,4.652,7.44
4.825,4.652,7.44,10.475
4.652,7.44,10.475,14.564
7.44,10.475,14.564,14.108
10.475,14.564,14.108,14.837
14.564,14.108,14.837,10.602
14.108,14.837,10.602,8.06
14.837,10.602,8.06,5.87
10.602,8.06,5.87,5.021
8.06,5.87,5.021,6.021
5.87,5.021,6.021,4.919
5.021,6.021,4.919,5.572
6.021,4.919,5.572,6.362
4.919,5.572,6.362,11.389
5.572,6.362,11.389,12.323
6.362,11.389,12.323,12.743
11.389,12.323,12.743,12.815
12.323,12.743,12.815,11.379
12.743,12.815,11.379,6.956
12.815,11.379,6.956,5.529
11.379,6.956,5.529,3.067
6.956,5.529,3.067,2.521
5.529,3.067,2.521,6.094
3.067,2.521,6.094,4.604
2.521,6.094,4.604,10.984
6.094,4.604,10.984,11.286
4.604,10.984,11.286,11.731
10.984,11.286,11.731,15.037
11.286,11.731,15.037,12.869
11.731,15.037,12.869,13.377
15.037,12.869,13.377,8.049
12.869,13.377,8.049,3.854
13.377,8.049,3.854,2.101
8.049,3.854,2.101,1.47
3.854,2.101,1.47,5.14
2.101,1.47,5.14,6.967
1.47,5.14,6.967,9.965
5.14,6.967,9.965,14.18
6.967,9.965,14.18,12.547
9.965,14.18,12.547,13.659
14.18,12.547,13.659,13.799
12.547,13.659,13.799,12.683
13.659,13.799,12.683,9.35
13.799,12.683,9.35,5.77
12.683,9.35,5.77,2.269
9.35,5.77,2.269,2.515
5.77,2.269,2.515,4.08
2.269,2.515,4.08,5.724
2.515,4.08,5.724,13.732
4.08,5.724,13.732,15.757
5.724,13.732,15.757,14.747
13.732,15.757,14.747,16.183
15.757,14.747,16.183,12.947
14.747,16.183,12.947,8.844
16.183,12.947,8.844,9.376
12.947,8.844,9.376,6.706
8.844,9.376,6.706,2.584
9.376,6.706,2.584,2.401
6.706,2.584,2.401,2.267
2.584,2.401,2.267,4.772
2.401,2.267,4.772,6.923
2.267,4.772,6.923,11.102
4.772,6.923,11.102,11.678
6.923,11.102,11.678,14.285
11.102,11.678,14.285,14.141
11.678,14.285,14.141,10.304
14.285,14.141,10.304,8.547
14.141,10.304,8.547,7.523
10.304,8.547,7.523,3.288
8.547,7.523,3.288,0.341
7.523,3.288,0.341,0.639
3.288,0.341,0.639,2.565
0.341,0.639,2.565,8.618
0.639,2.565,8.618,10.99
2.565,8.618,10.99,13.801
8.618,10.99,13.801,13.925
10.99,13.801,13.925,15.683
13.801,13.925,15.683,12.398
13.925,15.683,12.398,8.978
15.683,12.398,8.978,4.956
12.398,8.978,4.956,1.921
8.978,4.956,1.921,-1.431
4.956,1.921,-1.431,5.294
1.921,-1.431,5.294,4.799
-1.431,5.294,4.799,8.574
5.294,4.799,8.574,11.819
4.799,8.574,11.819,14.34
8.574,11.819,14.34,13.069
11.819,14.34,13.069,13.971
14.34,13.069,13.971,9.958
13.069,13.971,9.958,7.357
13.971,9.958,7.357,2.196
9.958,7.357,2.196,2.224
7.357,2.196,2.224,2.596
2.196,2.224,2.596,0.989
2.224,2.596,0.989,3.919
2.596,0.989,3.919,8.142
0.989,3.919,8.142,10.013
3.919,8.142,10.013,12.803
8.142,10.013,12.803,14.947
10.013,12.803,14.947,15.861
12.803,14.947,15.861,10.266
14.947,15.861,10.266,6.836
15.861,10.266,6.836,4.557
10.266,6.836,4.557,3.415
6.836,4.557,3.415,0.865
4.557,3.415,0.865,1.045
3.415,0.865,1.045,2.289
0.865,1.045,2.289,6.379
1.045,2.289,6.379,9.853
2.289,6.379,9.853,13.744
6.379,9.853,13.744,14.468
9.853,13.744,14.468,14.466
13.744,14.468,14.466,10.497
14.468,14.466,10.497,7.351
14.466,10.497,7.351,5.526
10.497,7.351,5.526,1.873
7.351,5.526,1.873,0.763
5.526,1.873,0.763,2.657
1.873,0.763,2.657,5.648
0.763,2.657,5.648,9.318
2.657,5.648,9.318,11.583
5.648,9.318,11.583,13.035
9.318,11.583,13.035,15.294
11.583,13.035,15.294,14.455
13.035,15.294,14.455,12.158
15.294,14.455,12.158,7.712
14.455,12.158,7.712,5.741
12.158,7.712,5.741,0.733999999999999
7.712,5.741,0.733999999999999,2.845
5.741,0.733999999999999,2.845,2.563
0.733999999999999,2.845,2.563,4.698
2.845,2.563,4.698,7.772
2.563,4.698,7.772,11.403
4.698,7.772,11.403,14.369
7.772,11.403,14.369,13.451
11.403,14.369,13.451,13.555
14.369,13.451,13.555,10.357
13.451,13.555,10.357,7.772
13.555,10.357,7.772,5.801
10.357,7.772,5.801,1.796
7.772,5.801,1.796,0.735
5.801,1.796,0.735,3.581
1.796,0.735,3.581,5.336
0.735,3.581,5.336,8.714
3.581,5.336,8.714,10.428
5.336,8.714,10.428,13.808
8.714,10.428,13.808,16.468
10.428,13.808,16.468,13.885
13.808,16.468,13.885,11.699
16.468,13.885,11.699,9.349
13.885,11.699,9.349,6.111
11.699,9.349,6.111,1.252
9.349,6.111,1.252,3.706
6.111,1.252,3.706,1.675
1.252,3.706,1.675,3.989
3.706,1.675,3.989,7.694
1.675,3.989,7.694,11.666
3.989,7.694,11.666,13.507
7.694,11.666,13.507,15.462
11.666,13.507,15.462,13.84
13.507,15.462,13.84,12.018
15.462,13.84,12.018,7.39
13.84,12.018,7.39,5.964
12.018,7.39,5.964,3.099
7.39,5.964,3.099,2.444
5.964,3.099,2.444,2.973
3.099,2.444,2.973,4.582
2.444,2.973,4.582,6.053
2.973,4.582,6.053,10.357
4.582,6.053,10.357,13.746
6.053,10.357,13.746,13.812
10.357,13.746,13.812,13.925
13.746,13.812,13.925,11.233
13.812,13.925,11.233,8.577
13.925,11.233,8.577,5.331
11.233,8.577,5.331,2.755
8.577,5.331,2.755,1.493
5.331,2.755,1.493,3.466
2.755,1.493,3.466,4.79
1.493,3.466,4.79,9.127
3.466,4.79,9.127,9.859
4.79,9.127,9.859,13.231
9.127,9.859,13.231,13.612
9.859,13.231,13.612,13.744
13.231,13.612,13.744,11.677
13.612,13.744,11.677,8.08
13.744,11.677,8.08,6.206
11.677,8.08,6.206,3.526
8.08,6.206,3.526,0.348
6.206,3.526,0.348,3.62
3.526,0.348,3.62,4.429
0.348,3.62,4.429,7.994
3.62,4.429,7.994,11.321
4.429,7.994,11.321,13.581
7.994,11.321,13.581,14.212
11.321,13.581,14.212,12.281
13.581,14.212,12.281,12.491
14.212,12.281,12.491,8.097
12.281,12.491,8.097,5.306
12.491,8.097,5.306,3.388
8.097,5.306,3.388,0.521
5.306,3.388,0.521,4.745
3.388,0.521,4.745,5.042
0.521,4.745,5.042,8.643
4.745,5.042,8.643,11.059
5.042,8.643,11.059,13.146
8.643,11.059,13.146,14.336
11.059,13.146,14.336,13.16
13.146,14.336,13.16,12.002
14.336,13.16,12.002,8.393
13.16,12.002,8.393,5.666
12.002,8.393,5.666,2.037
8.393,5.666,2.037,3.71
5.666,2.037,3.71,3.605
2.037,3.71,3.605,5.696
3.71,3.605,5.696,9.367
3.605,5.696,9.367,12.376
5.696,9.367,12.376,11.994
9.367,12.376,11.994,12.874
12.376,11.994,12.874,13.484
11.994,12.874,13.484,11.896
12.874,13.484,11.896,9.108
13.484,11.896,9.108,5.284
11.896,9.108,5.284,2.918
9.108,5.284,2.918,2.731
5.284,2.918,2.731,4.39
2.918,2.731,4.39,5.709
2.731,4.39,5.709,8.918
4.39,5.709,8.918,11.029
5.709,8.918,11.029,13.293
8.918,11.029,13.293,14.295
11.029,13.293,14.295,13.14
13.293,14.295,13.14,11.133
14.295,13.14,11.133,7.786
13.14,11.133,7.786,5.207
11.133,7.786,5.207,2.573
7.786,5.207,2.573,2.844
5.207,2.573,2.844,2.736
2.573,2.844,2.736,3.477
2.844,2.736,3.477,7.773
2.736,3.477,7.773,11.273
3.477,7.773,11.273,14.216
7.773,11.273,14.216,14.314
11.273,14.216,14.314,14.722
14.216,14.314,14.722,12.012
14.314,14.722,12.012,8.924
14.722,12.012,8.924,5.702
12.012,8.924,5.702,1.259
8.924,5.702,1.259,4.396
5.702,1.259,4.396,4.957
1.259,4.396,4.957,4.056
4.396,4.957,4.056,6.6
4.957,4.056,6.6,10.417
4.056,6.6,10.417,13.852
6.6,10.417,13.852,14.107
10.417,13.852,14.107,14.04
13.852,14.107,14.04,12.459
14.107,14.04,12.459,9.191
14.04,12.459,9.191,4.777
12.459,9.191,4.777,3.275
9.191,4.777,3.275,2.679
4.777,3.275,2.679,3.213
3.275,2.679,3.213,7.008
2.679,3.213,7.008,8.083
3.213,7.008,8.083,11.769
7.008,8.083,11.769,13.246
8.083,11.769,13.246,14.951
11.769,13.246,14.951,14.754
13.246,14.951,14.754,11.627
14.951,14.754,11.627,8.655
14.754,11.627,8.655,6.031
11.627,8.655,6.031,2.027
8.655,6.031,2.027,1.923
6.031,2.027,1.923,2.078
2.027,1.923,2.078,3.986
1.923,2.078,3.986,8.786
2.078,3.986,8.786,11.353
3.986,8.786,11.353,13.68
8.786,11.353,13.68,14.869
11.353,13.68,14.869,14.086
13.68,14.869,14.086,12.311
14.869,14.086,12.311,9.606
14.086,12.311,9.606,5.904
12.311,9.606,5.904,3.487
9.606,5.904,3.487,2.815
5.904,3.487,2.815,3.634
3.487,2.815,3.634,4.452
2.815,3.634,4.452,9.125
3.634,4.452,9.125,11.097
4.452,9.125,11.097,13.606
9.125,11.097,13.606,13.763
11.097,13.606,13.763,13.619
13.606,13.763,13.619,10.795
13.763,13.619,10.795,9.469
13.619,10.795,9.469,5.572
10.795,9.469,5.572,3.864
9.469,5.572,3.864,2.687
5.572,3.864,2.687,3.149
3.864,2.687,3.149,6.455
2.687,3.149,6.455,7.404
3.149,6.455,7.404,12.123
6.455,7.404,12.123,12.536
7.404,12.123,12.536,14.676
12.123,12.536,14.676,13.187
12.536,14.676,13.187,11.462
14.676,13.187,11.462,9.099
13.187,11.462,9.099,5.72
11.462,9.099,5.72,4.578
9.099,5.72,4.578,3.74
5.72,4.578,3.74,2.828
4.578,3.74,2.828,5.201
3.74,2.828,5.201,7.623
2.828,5.201,7.623,10.457
5.201,7.623,10.457,14.471
7.623,10.457,14.471,14.628
10.457,14.471,14.628,14.039
14.471,14.628,14.039,11.788
14.628,14.039,11.788,9.747
14.039,11.788,9.747,5.535
11.788,9.747,5.535,2.881
9.747,5.535,2.881,0.602
5.535,2.881,0.602,1.443
2.881,0.602,1.443,4.875
0.602,1.443,4.875,9.291
1.443,4.875,9.291,11.795
4.875,9.291,11.795,13.821
9.291,11.795,13.821,15.106
11.795,13.821,15.106,15.366
13.821,15.106,15.366,12.33
15.106,15.366,12.33,9.119
15.366,12.33,9.119,5.961
12.33,9.119,5.961,2.327
9.119,5.961,2.327,2.445
5.961,2.327,2.445,1.939
2.327,2.445,1.939,4.425
2.445,1.939,4.425,10.057
1.939,4.425,10.057,12.107
4.425,10.057,12.107,13.774
10.057,12.107,13.774,15.774
12.107,13.774,15.774,14.511
13.774,15.774,14.511,12.468
15.774,14.511,12.468,9.282
14.511,12.468,9.282,7.132
12.468,9.282,7.132,2.224
9.282,7.132,2.224,2.822
7.132,2.224,2.822,2.557
2.224,2.822,2.557,5.76
2.822,2.557,5.76,8.123
2.557,5.76,8.123,11.104
5.76,8.123,11.104,14.027
8.123,11.104,14.027,14.702
11.104,14.027,14.702,15.27
14.027,14.702,15.27,12.039
14.702,15.27,12.039,7.636
15.27,12.039,7.636,4.555
12.039,7.636,4.555,4.158
7.636,4.555,4.158,2.917
4.555,4.158,2.917,2.937
4.158,2.917,2.937,4.691
2.917,2.937,4.691,8.032
2.937,4.691,8.032,11.503
4.691,8.032,11.503,12.418
8.032,11.503,12.418,13.923
11.503,12.418,13.923,14.593
12.418,13.923,14.593,12.549
13.923,14.593,12.549,8.426
14.593,12.549,8.426,5.231
12.549,8.426,5.231,3.989
8.426,5.231,3.989,1.055
5.231,3.989,1.055,4.094
3.989,1.055,4.094,4.788
1.055,4.094,4.788,6.971
4.094,4.788,6.971,9.331
4.788,6.971,9.331,13.293
6.971,9.331,13.293,14.138
9.331,13.293,14.138,13.799
13.293,14.138,13.799,12.615
14.138,13.799,12.615,8.857
13.799,12.615,8.857,6.015
12.615,8.857,6.015,4.421
8.857,6.015,4.421,1.131
6.015,4.421,1.131,2.142
4.421,1.131,2.142,4.361
1.131,2.142,4.361,7.482
2.142,4.361,7.482,9.357
4.361,7.482,9.357,13.429
7.482,9.357,13.429,14.491
9.357,13.429,14.491,13.047
13.429,14.491,13.047,12.711
14.491,13.047,12.711,7.972
13.047,12.711,7.972,4.512
12.711,7.972,4.512,0.887
7.972,4.512,0.887,0.208
4.512,0.887,0.208,0.856
0.887,0.208,0.856,3.425
0.208,0.856,3.425,7.833
0.856,3.425,7.833,9.243
3.425,7.833,9.243,12.998
7.833,9.243,12.998,12.656
9.243,12.998,12.656,12.905
12.998,12.656,12.905,10.967
12.656,12.905,10.967,8.65
12.905,10.967,8.65,3.099
10.967,8.65,3.099,2.077
8.65,3.099,2.077,0.888
3.099,2.077,0.888,2.391
2.077,0.888,2.391,5.014
0.888,2.391,5.014,6.533
2.391,5.014,6.533,9.069
5.014,6.533,9.069,11.934
6.533,9.069,11.934,12.551
9.069,11.934,12.551,12.041
11.934,12.551,12.041,9.532
12.551,12.041,9.532,6.632
12.041,9.532,6.632,3.827
9.532,6.632,3.827,2.66
6.632,3.827,2.66,1.374
3.827,2.66,1.374,0.45
2.66,1.374,0.45,3.701
1.374,0.45,3.701,6.302
0.45,3.701,6.302,9.443
3.701,6.302,9.443,12.137
6.302,9.443,12.137,11.956
9.443,12.137,11.956,13.326
12.137,11.956,13.326,10.368
11.956,13.326,10.368,6.58
13.326,10.368,6.58,3.503
10.368,6.58,3.503,3.174
6.58,3.503,3.174,0.977
3.503,3.174,0.977,0.131
3.174,0.977,0.131,2.044
0.977,0.131,2.044,6.95
0.131,2.044,6.95,9.58
2.044,6.95,9.58,12.005
6.95,9.58,12.005,14.355
9.58,12.005,14.355,15.018
12.005,14.355,15.018,10.185
14.355,15.018,10.185,7.593
15.018,10.185,7.593,4.369
10.185,7.593,4.369,1.348
7.593,4.369,1.348,-1.385
4.369,1.348,-1.385,2.258
1.348,-1.385,2.258,1.596
-1.385,2.258,1.596,8.182
2.258,1.596,8.182,11.367
1.596,8.182,11.367,13.242
8.182,11.367,13.242,14.521
11.367,13.242,14.521,13.097
13.242,14.521,13.097,12.339
14.521,13.097,12.339,8.666
13.097,12.339,8.666,6.825
12.339,8.666,6.825,2.171
8.666,6.825,2.171,1.502
6.825,2.171,1.502,1.689
2.171,1.502,1.689,2.664
1.502,1.689,2.664,7.193
1.689,2.664,7.193,9.417
2.664,7.193,9.417,12.818
7.193,9.417,12.818,12.532
9.417,12.818,12.532,12.668
12.818,12.532,12.668,10.676
12.532,12.668,10.676,7.374
12.668,10.676,7.374,6.739
10.676,7.374,6.739,5.829
7.374,6.739,5.829,2.051
6.739,5.829,2.051,2.273
5.829,2.051,2.273,3.663
2.051,2.273,3.663,6.588
2.273,3.663,6.588,9.845
3.663,6.588,9.845,11.162
6.588,9.845,11.162,14.394
9.845,11.162,14.394,13.209
11.162,14.394,13.209,11.151
14.394,13.209,11.151,7.137
13.209,11.151,7.137,4.178
11.151,7.137,4.178,1.221
7.137,4.178,1.221,2.737
4.178,1.221,2.737,0.676
1.221,2.737,0.676,3.905
2.737,0.676,3.905,7.606
0.676,3.905,7.606,10.594
3.905,7.606,10.594,11.79
7.606,10.594,11.79,12.267
10.594,11.79,12.267,12.57
11.79,12.267,12.57,10.39
12.267,12.57,10.39,5.699
12.57,10.39,5.699,4.058
10.39,5.699,4.058,0.958
5.699,4.058,0.958,1.54
4.058,0.958,1.54,3.649
0.958,1.54,3.649,4.569
1.54,3.649,4.569,7.889
3.649,4.569,7.889,9.476
4.569,7.889,9.476,11.287
7.889,9.476,11.287,12.072
9.476,11.287,12.072,13.403
11.287,12.072,13.403,8.812
12.072,13.403,8.812,6.203
13.403,8.812,6.203,4.638
8.812,6.203,4.638,0.17
6.203,4.638,0.17,1.204
4.638,0.17,1.204,0.755
0.17,1.204,0.755,5.565
1.204,0.755,5.565,9.901
0.755,5.565,9.901,11.247
5.565,9.901,11.247,13.825
9.901,11.247,13.825,13.51
11.247,13.825,13.51,13.166
13.825,13.51,13.166,10.578
13.51,13.166,10.578,6.654
13.166,10.578,6.654,5.035
10.578,6.654,5.035,2.507
6.654,5.035,2.507,1.014
5.035,2.507,1.014,2.286
2.507,1.014,2.286,2.931
1.014,2.286,2.931,7.029
2.286,2.931,7.029,9.851
2.931,7.029,9.851,12.526
7.029,9.851,12.526,13.038
9.851,12.526,13.038,12.557
12.526,13.038,12.557,10.894
13.038,12.557,10.894,9.312
12.557,10.894,9.312,5.15
10.894,9.312,5.15,1.842
9.312,5.15,1.842,1.236
5.15,1.842,1.236,2.145
1.842,1.236,2.145,4.618
1.236,2.145,4.618,8.7
2.145,4.618,8.7,11.62
4.618,8.7,11.62,13.323
8.7,11.62,13.323,13.311
11.62,13.323,13.311,11.978
13.323,13.311,11.978,11.16
13.311,11.978,11.16,7.588
11.978,11.16,7.588,4.443
11.16,7.588,4.443,1.273
7.588,4.443,1.273,2.999
4.443,1.273,2.999,3.758
1.273,2.999,3.758,5.462
2.999,3.758,5.462,7.739
3.758,5.462,7.739,11.3
5.462,7.739,11.3,12.608
7.739,11.3,12.608,13.039
11.3,12.608,13.039,13.145
12.608,13.039,13.145,10.178
13.039,13.145,10.178,8.535
13.145,10.178,8.535,5.601
10.178,8.535,5.601,2.717
8.535,5.601,2.717,2.759
5.601,2.717,2.759,4.465
2.717,2.759,4.465,7.787
2.759,4.465,7.787,8.278
4.465,7.787,8.278,10.486
7.787,8.278,10.486,13.067
8.278,10.486,13.067,14.212
10.486,13.067,14.212,13.215
13.067,14.212,13.215,10.695
14.212,13.215,10.695,7.774
13.215,10.695,7.774,4.501
10.695,7.774,4.501,1.021
